"Data Source","World Development Indicators",

"Last Updated Date","2020-04-09",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Antigua and Barbuda","ATG","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","","","","","","1.852564377","1.952471271","2.048508686","11.38281062","28.941275520943","32.3783867792571","48.7962194265279","58.1336696090794","67.2176857199761","105.566807831584","133.21846585413","133.745507342965","159.949412742836","155.54031309801","190.81428636343","197.201214525002","140.894158767379","124.959569911272","129.687128627298","188.10251587115","190.421784252118","192.81956699432","","",
"Australia","AUS","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0.027330866","0.192204655","0.56556816","1.090427418","1.695589799","2.855965172","3.919740752","6.854499043","12.46035002","21.93600108","24.897736","26.45932342","33.61154717","45.0834905489744","57.9952603514142","65.3046733611774","73.1088393769192","82.8988479625571","91.285097930772","96.2667266482425","101.643002237867","103.692610101442","102.064972078564","101.558682028298","105.550620926852","106.261156373565","107.246154823284","106.202533061789","107.677834937609","109.431295231959","111.708051619264","113.578710580609","",
"Austria","AUT","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0.128196575","0.25053135","0.343262099","0.481848426","0.659865022","0.954149231","1.484709112","2.202202471","2.798486991","3.500587439","4.800115042","7.467176728","14.43692147","28.51493275","52.79261389","75.8060574455503","80.7755440154473","82.808689798353","88.9693208732252","97.2640825722407","104.98385562751","112.017088489879","119.224363243629","129.664430946258","136.563480460159","145.553795867252","154.049523386819","159.816951488122","155.11578811548","150.345713989229","155.215471051983","126.661469635034","123.119295783479","123.535268059385","",
"Azerbaijan","AZE","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.006507275","0.07716621","0.216407425","0.504689321","0.813526569","4.593918695","5.17559282020687","8.9053734535453","9.59519326968836","12.6425697604705","17.2391088781962","26.2572164891103","38.5103566034688","51.798190398869","74.2246006035226","86.920470064726","100.748987457571","110.647285370274","109.288036774455","107.933903775496","111.013461296904","111.165078155973","104.65237263229","102.861054795578","103.921418654959","",
"Burundi","BDI","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.006088251","0.006407902","0.009420343","0.009257256","0.01011086","0.010023341","0.012765026","0.255844647117021","0.512079833944904","0.775643250643299","0.926307330825163","1.41004387036851","2.07743200076254","2.6288639535301","3.43414717533763","5.91407786906933","10.9643415291007","19.3419315454997","21.3719494293963","24.3037953326351","26.5907088159051","32.4376270976735","49.1897760144409","51.0852264899058","54.6836760884967","56.5347074737722","",
"Belgium","BEL","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0.038253351","0.072649266","0.192328161","0.308521613","0.428519577","0.512179707","0.609837111","0.66976167","1.261047868","2.309551893","4.684160644","9.531632548","17.1557654","31.07315732","54.7459826281437","74.5904237602431","78.1656236417481","82.5972508770489","87.1336169243149","91.0666427986422","92.7293957563816","100.379048628979","105.222735309578","108.42822336035","111.110074022243","113.456516988197","111.077828970431","110.410678348924","113.487762617132","113.165821221587","110.536874626797","99.4530352158384","99.696686464885","",
"Benin","BEN","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.017779861","0.044418854","0.068373875","0.097152126","0.109077027","0.807987123706534","1.76635178973122","2.99874139765447","3.14039322895717","5.9267324249123","7.46993476129776","12.8482442946528","24.2676077344531","41.6856264418177","56.2718089847092","76.9074335226348","82.0774200490422","86.4182425591122","96.2302906735518","84.1893976422701","88.1051181018976","81.792112499716","78.5045956232722","82.3842903866977","",
"Burkina Faso","BFA","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.005061341","0.014092106","0.024888948","0.044634702","0.217480411256362","0.637828666658797","0.903051305203732","1.88147871042523","3.03853960636715","4.72028985399268","7.35116105254572","13.0370141890754","20.5868387597453","25.2532874432224","36.5765500088849","47.7685708161709","60.2012714427811","65.8409626783211","71.0472517105907","79.7702884229721","82.6115256722801","93.5036534228677","97.9122714232959","",
"Bangladesh","BGD","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000231516","0.000453101","0.000979264","0.002170705","0.003399917","0.021637715","0.061133257","0.119019423","0.218552945438046","0.399727256868164","0.811454960181112","1.01267435776396","2.03053686368005","6.47316669220571","13.5756631933086","24.0921838030204","30.9346576249596","35.1957419546727","46.0265553690069","56.5196796725766","64.3551699713877","76.2974562071688","82.1047375757376","84.0770862861214","86.0769063232833","94.5264734995475","100.244712514522","",
"Bulgaria","BGR","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.011660396","0.07669774","0.249662621","0.320647566","0.852430413","1.56064328","4.338664767","9.22735643614988","19.5442951274307","33.021473158901","44.8581373989149","61.0710876901575","81.2404432336208","108.156244545284","130.630928724379","138.608338792467","139.891668081664","137.37280821785","141.964763201941","146.996558359739","143.850444603687","130.932797434487","127.707830045553","125.474384409405","120.140447429082","118.93968014104","",
"Bahrain","BHR","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0.142567131","0.381316388","0.620380999","0.88362396","1.037845991","1.442639674","1.851129642","2.118572947","3.205339321","4.896247452","6.926275261","9.840300808","15.00130357","20.96769886","30.9544981951849","42.9487703302296","52.9132988549213","56.9031010340205","78.2995358163703","86.2723861964722","94.6802960712341","107.728403475561","129.259734748677","118.302454863654","126.283384104573","132.507817933875","163.384191934422","168.071706457961","174.316112493685","183.62453356815","210.049221765868","158.256808890579","133.34093686562","",
"Bahamas, The","BHS","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.750127818","0.773922638","0.977337057","0.885752336","","1.463324101","1.742388495","2.1575874","2.777729983","5.410763716","10.576713381267","20.0103761177458","39.5758304621985","39.0343915766345","58.328786367884","70.1138032192428","76.4234985635873","110.850976172904","104.180911950326","102.633837141451","120.68929571592","83.0946275912319","82.5118817109664","78.165640345454","84.9471040085475","83.1560691170104","95.308655041939","92.6091341305287","98.9508268138171","",
"Bosnia and Herzegovina","BIH","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.039846723","0.240894844","0.67430979","1.405343978","2.48951262217502","11.8415544937681","19.917608908048","28.5683300581871","37.3902354660785","42.3433424578078","50.1356553737375","65.1226245659466","84.6778509063411","87.1866449603821","83.9362164927977","86.6192684042691","93.1363960663217","98.4675970175628","100.260847964091","100.412875751488","100.524973525411","102.642379215432","104.125634603669","",
"Belarus","BLR","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.003196803","0.017055306","0.05851587","0.065187614","0.081593351","0.121915906","0.236355977","0.499947729007726","1.40988019957598","4.74690801476679","11.5504996004333","23.285559167584","42.872435392772","62.625546620674","73.4137333256685","85.9846046511874","102.682539197927","109.684399273335","113.590403724993","113.373886036024","117.943788649363","120.88896687619","121.281576214987","121.112623036886","120.792190159161","122.925228008286","",
"Belize","BLZ","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.202406615","0.412534708","0.747476602","1.022165643","1.148118061","1.535327739","2.757879057","6.79780846289145","15.3511093337724","19.7154487037785","22.4192261297207","27.1243815641003","33.8266384778013","40.5040349570417","39.5665914221219","52.1577587077892","51.4159952964358","60.22408702987","67.3476927176543","51.0127218934911","50.5083667182506","48.7596429764041","58.7217018116936","60.5124864277959","63.7202643113189","85.5269649751613","",
"Bermuda","BMU","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","","","1.216465555","1.804198981","2.321831667","3.103111125","5.418326693","8.125069333","9.968159894","12.51293631","16.03620474","19.52386129","19.78361669","19.9963083738387","20.4090067198335","45.692701352504","60.6584474470376","74.0740740740741","79.5689512051557","90.719719840599","104.341514312934","119.822238400752","129.427170569784","134.885072412791","","140.568762840416","146.460410648278","92.9067824403042","59.6621239716134","100.83488526246","103.089660422846","","",
"Bolivia","BOL","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.004207402","0.021659228","0.036360653","0.054320509","0.094839667","0.429346364","1.492077186","2.955157007","5.090718664","6.92090435747798","9.08969276482521","11.7048469748985","14.3596386319378","19.8564478551697","26.2274885602795","30.6120965412392","34.0475050371719","51.8296954344484","65.3974023299049","71.4457749793752","81.7909588156375","91.4771958577238","98.893295126896","97.6072890931757","93.4966093914016","91.6097388879109","97.9484144125873","100.816408356383","",
"Brazil","BRA","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000447641","0.004418126","0.020744281","0.11603511","0.360032128","0.793441443","1.517576609","2.721144742","4.33972798","8.723777617","13.2662771867141","16.2225785231086","19.4282309346815","25.5065498704065","35.6536354825459","46.3179916360703","53.1009326612423","63.6300537100205","78.4466588674139","87.3632651117735","100.621491190432","118.653295978176","124.605885194922","134.851428435333","138.451183325239","126.087955936841","118.385594532304","105.014206951291","98.8434998665652","",
"Barbados","BRB","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.185563468","0.302792846","0.59119125","1.120074898","1.734879961","2.352751742","2.987840574","4.455401432","7.509308525","10.4845036185846","19.4902752293578","35.546493553991","51.033612924627","72.702372822249","74.6191956514659","85.4553710758009","92.4277000358809","103.113457595393","119.906155728841","124.077467559396","122.944516885935","123.121173347997","108.235078931818","107.243018544655","117.33748300178","116.239555487131","115.139117918332","114.891449583277","",
"Brunei Darussalam","BRN","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0.68490768","1.13632095","1.498035722","2.948015663","5.397403387","12.07650935","14.28787153","14.42501875","15.39399143","20.23236565","28.5143997718848","42.0557944205579","44.306509565087","50.2033722717405","56.3259355707461","63.788296258155","81.4015983233539","97.6459136186044","105.122541978436","107.547680942731","111.953808864622","112.566550161549","117.73256906832","115.922269120545","110.319228638574","111.683823121808","124.691043353978","128.331366188191","131.934222765134","",
"Bhutan","BTN","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.35916851294679","2.99585952114462","5.54922703891704","12.4850549885155","22.4762211299551","37.7343797693017","49.9670510951272","57.5221406762625","69.8385110010414","79.9465778007101","76.6415999166475","86.8551084409398","92.8382032104369","94.7964458102803","97.9961451949735","93.2615577130071","",
"Botswana","BWA","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.963940135","5.713348867","13.5206841701078","19.8404708248392","19.4917173224642","25.656048957621","29.6138206892333","31.3372738702824","44.831767169161","61.4122196219699","77.5611166822141","95.9356497933451","118.937398879274","143.904866669346","151.097886010485","157.416312250672","163.290127730394","163.875172347452","152.273016634358","146.960155640612","150.005589893473","",
"Central African Republic","CAF","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.001365333","0.032373778","0.04038396","0.046986153","0.116975369","0.13644003848999","0.29553860298365","0.331393367082855","1.03061413523358","1.51519934341362","2.47623924631201","2.67115485437471","8.09907551435085","13.3384315782921","19.9104579118757","22.3224022788531","22.4604103029962","25.7666098039499","30.582669206267","25.8865299859437","27.6529488089701","27.5106298672936","25.5740452125675","27.4144902416612","",
"Canada","CAN","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0.046611336","0.23010107","0.372127258","0.755920522","1.269993836","2.119600735","2.781872012","3.637316197","4.669271195","6.464766281","8.880011323","11.87385678","14.10445202","17.80689828","22.80681323","28.5304391539755","34.4850221047081","38.0778108132579","42.2096663470533","47.2097022915942","52.9052248565328","57.6239588502771","61.5758004498768","66.2689420288264","70.5619462377467","75.62882084356","77.7088984708632","79.3768288956856","80.3478461110963","80.7220950160941","82.6193346285958","84.5231216033535","86.2814930648524","89.5800225502327","",
"Central Europe and the Baltics","CEB","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00259896386778315","0.0116679346014224","0.04085141269705","0.0998989673955245","0.264793331096537","0.501938558369306","1.10961983089386","2.8485142852824","5.70923961701691","10.8754525769351","20.6652537850455","32.4391903367909","44.1103234632677","54.0237273036129","67.7007089576661","82.1099951444142","96.9938209068603","111.20304139085","119.198122097428","119.926757780051","122.126633937578","125.290916219911","129.971744771446","132.465225413901","131.626099542365","126.860612404922","125.811451882342","123.007999280724","124.36380441438","",
"Switzerland","CHE","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0.084093671","0.46968847","1.102484778","1.879595387","2.598027513","3.165964611","3.751719154","4.787332554","6.392190088","9.416167841","14.77509822","23.95121387","42.97255653","64.9310496249804","73.4874885937356","79.4460316961289","85.1498942195893","85.6770662299861","92.5193344466682","99.7076813787367","108.914735367552","116.711464167924","120.85433330853","123.505677979939","127.515444558436","131.881358319643","136.2535852679","135.876155038714","135.513015599435","134.155326359438","131.13593929093","126.772708724337","",
"Channel Islands","CHI","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.037415503","0.104869268","0.26776813","0.469670919","0.61087404","0.816661184","1.372059235","2.190072645","2.771093626","6.437876814","14.90942966","22.1708169535664","32.8741031983977","39.8122109669545","45.8576693040327","57.8295458668018","65.31393577137","76.1307160400584","84.4224886639268","88.5585618799997","97.4182269459782","116.349890778252","129.487043199856","137.589054976892","134.657425797343","133.345192136544","129.14406545411","127.972518966924","124.594477694872","134.437321268012","",
"China","CHN","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","6.27E-05","0.000283636","0.000846457","0.001556568","0.00398559","0.014663243","0.052345838","0.127477599","0.292444189","0.54752332","1.048577006","1.876048044","3.37850167","6.60648169078417","11.1474623513972","15.7574210697217","20.5240080095551","25.3063174965841","29.5621417626904","34.448223345945","40.6618488300298","47.37436885065","54.8950034852348","62.7554309257019","71.6494509003658","80.3460379316654","88.305749017053","91.8996288670346","91.8353880011205","96.5266169129623","103.438420811662","115.525812190767","",
"Cote d'Ivoire","CIV","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.092389244","0.237927446","0.585089343","1.603822418","2.87427251646767","4.32293286677419","5.96033819149874","7.27684306640886","9.31711727012068","12.8003334765497","21.6765620277905","38.9526664346176","53.2962649541056","65.7271617781155","75.9707884156928","82.4790838976625","83.9995084277354","87.7912778193498","97.6019225630312","109.392291264202","115.231413179875","129.912110378038","134.857951361091","",
"Cameroon","CMR","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.012092827","0.020588253","0.025052229","0.029279619","0.033958699","0.039701992","0.66571719830127","2.61973355364554","4.28856870340775","6.41038422724068","8.86980380805225","12.7020578670431","17.2080887750736","24.2174677348691","32.0002071401436","40.4454409338411","42.4588253981161","50.1598554470528","61.0095244345369","70.9537409793066","75.1219918020804","77.9482365460104","78.2290059273482","81.9642113739546","73.1901990092348","",
"Congo, Dem. Rep.","COD","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0.020444372","0.016839252","0.020307033","0.02229656","0.026132624","0.0318431949372886","0.309734682303588","1.12288207897446","2.42335623633219","3.75120409550757","5.01240985295068","7.80421208321526","11.2773048021628","16.4499675929271","15.1461536976008","18.3079962977427","23.436208737324","29.1110700381148","39.5633015557561","50.2971968109456","49.5153882748646","36.6666291403381","43.45919306588","43.3822150190136","",
"Congo, Rep.","COG","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.035896203","","0.114851132","0.164558508","2.23827312751666","4.66137734999455","6.70012297655833","9.68616246570952","10.9288277232551","15.4078572365107","24.4983833719478","33.2195941352678","45.0456514119705","71.122458653478","87.0140867546413","88.3935129438042","94.9655214769903","100.800387300925","104.076946980521","107.411407725755","108.893883873828","98.9297933059985","95.3405363744168","",
"Colombia","COL","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.242750219","0.753924104","1.410215618","3.352692465","4.692457774","5.042465832","5.69468287231521","8.11124720963727","11.2453908662823","14.9123168815329","24.718578580094","51.2336684422753","68.8937431090841","77.6018418604294","93.4691591171388","94.2113120131654","98.3524933274661","101.177487171819","106.490709488238","108.172020027834","117.80495257847","120.636922036469","121.816005512563","127.213696205379","129.908609661238","",
"Comoros","COM","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.342929059980007","1.40281433556364","2.53798475214469","5.8868978728499","9.67924939995636","13.9587571455307","18.2095262992163","23.9640303207809","30.6322524764036","39.1659563651535","46.8641479153883","50.4352177405549","54.6401963407356","57.113319389838","57.6137865957646","59.9411045244509","",
"Cabo Verde","CPV","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.004947323","0.247264335","1.918887293","4.60755555970742","7.23120247688251","9.69610634133346","11.8556219856422","14.4059463401494","17.6491041655868","23.2022507832982","32.0405843472403","57.7466194716768","59.7161121168099","75.4831991620894","79.4674626195483","84.1806288162934","97.5984273509618","118.350824182715","116.527138046625","113.331551023636","113.909075010512","112.24072074988","",
"Costa Rica","CRI","Mobile cellular subscriptions (per 100 people)","IT.CEL.SETS.P2","0","","","","","0","","","","","0","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.091525382","0.134418726","0.201946668","0.528834303","1.28101219","1.731322478","2.859443511","3.556311657","5.34058891997016","8.10456129461185","12.2527966251516","18.6909004280205","21.8473405117682","25.6983895935645","33.2239382594792","34.2416885148984","42.2701582411427","43.1415653189522","68.3441918058766","89.6393246315739","114.720179180887","149.975127090131","146.399004378366","155.443557536567","170.036280359926","178.594427342153","169.930698252065","",
